Date,kp,ap,sn,f107
2015-06-04,0.333125,1.75,80,118.0
2015-06-05,0.24975,1.5,90,126.0
2015-06-06,1.000125,4.0,109,132.7
2015-06-07,1.54175,6.75,124,137.3
2015-06-08,4.29175,36.125,112,134.2
2015-06-09,2.75,13.5,92,136.5
2015-06-10,2.583375,11.375,93,135.4
2015-06-11,2.124875,8.625,95,139.9
2015-06-12,1.541625,5.875,98,136.7
2015-06-13,2.166625,8.375,97,136.1
2015-06-14,3.083500000000001,17.25,90,131.7
2015-06-15,2.625,12.0,54,134.8
2015-06-16,2.3335,10.0,70,136.1
2015-06-17,2.583375,13.625,80,135.8
2015-06-18,1.5,6.0,77,150.8
2015-06-19,0.70825,3.125,68,137.3
2015-06-20,0.1665,1.0,64,135.4
2015-06-21,1.458375,7.125,61,131.7
2015-06-22,4.416499999999999,57.0,56,246.9
2015-06-23,5.208375,72.5,45,116.1
2015-06-24,2.9167500000000004,15.875,36,109.5
2015-06-25,3.875,31.5,27,101.8
2015-06-26,1.750125,7.5,23,101.2
2015-06-27,1.916625,7.75,21,97.3
2015-06-28,2.666625,13.25,32,97.3
2015-06-29,1.166625,4.5,39,97.1
2015-06-30,1.291625,5.0,41,100.8
2015-07-01,1.083375,4.125,54,109.6
2015-07-02,0.3747500000000001,2.125,75,113.8
2015-07-03,0.416625,2.125,88,112.3
2015-07-04,2.458125,18.75,99,116.8
2015-07-05,3.2916250000000007,22.0,109,124.8
2015-07-06,2.08325,9.875,97,133.4
2015-07-07,1.125125,4.375,112,132.6
2015-07-08,0.958375,3.875,123,128.9
2015-07-09,0.9585,3.875,110,121.9
2015-07-10,1.291625,8.0,103,129.0
2015-07-11,3.6251250000000006,23.0,92,120.2
2015-07-12,2.70825,12.375,71,116.0
2015-07-13,4.125,32.625,53,110.1
2015-07-14,1.375,5.75,43,105.2
2015-07-15,1.541625,5.75,43,101.0
2015-07-16,1.7085,6.75,50,99.6
2015-07-17,0.9581250000000001,3.875,50,97.4
2015-07-18,0.5000000000000001,2.25,58,96.0
2015-07-19,0.29150000000000004,1.625,44,99.4
2015-07-20,0.625,2.75,36,93.2
2015-07-21,1.999875,7.375,36,91.0
2015-07-22,1.5,6.25,36,89.0
2015-07-23,3.291875,20.625,29,89.4
2015-07-24,1.333375,5.0,31,92.2
2015-07-25,1.83325,7.25,34,94.0
2015-07-26,1.583375,6.375,40,97.0
2015-07-27,2.0835,8.625,51,100.1
2015-07-28,1.83325,7.25,62,101.1
2015-07-29,1.166625,4.5,67,100.7
2015-07-30,2.25,11.5,76,102.0
2015-07-31,2.70825,13.25,69,100.7
2015-08-01,2.125,8.625,64,102.9
2015-08-02,2.2915,10.0,53,101.5
2015-08-03,1.583375,6.125,61,105.6
2015-08-04,1.541625,6.0,90,106.8
2015-08-05,1.1665,4.625,94,112.2
2015-08-06,2.3748750000000003,10.375,108,121.6
2015-08-07,2.916625,18.25,112,122.1
2015-08-08,2.416875,10.375,93,121.0
2015-08-09,2.333125,9.875,76,114.5
2015-08-10,2.0833749999999998,8.25,69,106.2
2015-08-11,1.75,6.875,78,102.8
2015-08-12,2.375,10.5,66,99.2
2015-08-13,2.08325,10.25,55,94.8
2015-08-14,0.500125,2.25,46,93.2
2015-08-15,3.9582499999999996,35.25,39,89.4
2015-08-16,4.083500000000001,32.25,38,85.6
2015-08-17,3.625,22.375,33,87.0
2015-08-18,1.875,7.875,39,88.7
2015-08-19,3.208375,17.5,50,98.2
2015-08-20,2.583375,11.375,65,102.8
2015-08-21,1.33325,5.125,73,118.6
2015-08-22,1.95825,8.125,71,116.9
2015-08-23,3.6251249999999997,25.5,81,133.1
2015-08-24,1.6252499999999999,6.5,81,127.7
2015-08-25,1.958375,7.5,69,121.2
2015-08-26,3.9167500000000004,27.375,47,126.2
2015-08-27,4.958375,51.75,55,110.2
2015-08-28,4.5,40.375,44,109.1
2015-08-29,2.6667500000000004,13.25,56,100.1
2015-08-30,0.9167500000000001,3.75,56,91.6
2015-08-31,1.04175,4.125,35,91.0
2015-09-01,1.125125,4.375,43,89.0
2015-09-02,1.70825,7.0,36,88.2
2015-09-03,1.833375,7.75,29,86.5
2015-09-04,3.333125,19.625,37,89.9
2015-09-05,2.54175,11.75,27,85.4
2015-09-06,2.708375,12.875,43,85.6
2015-09-07,4.333375,44.0,44,83.7
2015-09-08,3.083375,24.375,42,83.5
2015-09-09,5.333375,59.0,57,82.3
2015-09-10,2.375,12.25,46,83.5
2015-09-11,4.91675,60.375,81,92.8
2015-09-12,2.875,16.0,89,99.1
2015-09-13,2.29175,10.75,83,98.8
2015-09-14,2.6667500000000004,14.25,56,96.5
2015-09-15,3.1248750000000003,16.625,68,101.1
2015-09-16,2.4998750000000003,11.25,86,109.4
2015-09-17,2.0415,10.125,75,106.8
2015-09-18,2.541625,11.25,71,102.8
2015-09-19,2.6251249999999997,15.875,64,105.7
2015-09-20,4.375,43.625,65,110.4
2015-09-21,1.91675,8.125,78,103.4
2015-09-22,2.2083749999999998,9.5,86,107.0
2015-09-23,2.499875,12.25,96,110.7
2015-09-24,1.708375,6.75,101,106.8
2015-09-25,1.58325,6.5,152,119.8
2015-09-26,0.9998750000000001,4.0,162,120.2
2015-09-27,0.7498750000000001,3.25,169,127.5
2015-09-28,0.833375,3.375,156,124.0
2015-09-29,1.124875,4.75,120,129.2
2015-09-30,0.333375,1.625,95,131.1
2015-10-01,2.125,10.5,93,119.7
2015-10-02,2.625125,12.375,62,107.4
2015-10-03,2.25,9.5,51,96.9
2015-10-04,3.0417500000000004,17.125,22,88.3
2015-10-05,3.0001249999999997,18.375,20,82.6
2015-10-06,3.166625,18.25,26,81.4
2015-10-07,5.625,74.125,33,80.5
2015-10-08,4.875125,45.375,37,79.7
2015-10-09,3.9167499999999995,27.0,26,81.2
2015-10-10,2.375,10.875,13,81.4
2015-10-11,2.5,11.875,30,84.6
2015-10-12,3.2917500000000004,21.25,53,89.1
2015-10-13,3.6665,24.125,65,95.6
2015-10-14,3.5,21.375,57,100.7
2015-10-15,2.0,7.75,55,106.8
2015-10-16,1.583375,6.5,59,109.1
2015-10-17,2.2917500000000004,9.75,79,116.6
2015-10-18,3.25,18.625,75,119.5
2015-10-19,0.91675,3.625,94,123.7
2015-10-20,2.125,8.125,95,122.8
2015-10-21,2.166625,9.75,89,129.0
2015-10-22,1.1667500000000002,4.5,107,120.5
2015-10-23,1.458375,5.5,94,114.9
2015-10-24,1.9585,9.125,78,106.3
2015-10-25,1.625125,6.375,67,106.4
2015-10-26,0.24987499999999999,1.375,78,106.2
2015-10-27,0.7498750000000001,3.125,67,110.1
2015-10-28,0.166625,0.75,81,112.2
2015-10-29,0.875,3.625,93,112.9
2015-10-30,1.875,8.375,88,121.2
2015-10-31,1.375,5.5,86,118.5
2015-11-01,2.1248750000000003,9.25,85,124.3
2015-11-02,0.9165000000000001,4.0,101,122.0
2015-11-03,3.9998750000000003,29.375,82,124.2
2015-11-04,3.8748750000000003,30.5,100,113.8
2015-11-05,2.958375,15.5,82,109.9
2015-11-06,2.7082499999999996,14.5,78,115.2
2015-11-07,4.125,38.125,82,115.0
2015-11-08,2.416625,13.75,75,107.7
2015-11-09,3.8335,25.125,66,107.6
2015-11-10,4.4582500000000005,36.875,71,105.4
2015-11-11,3.458375,22.125,61,105.0
2015-11-12,0.958375,3.875,60,103.5
2015-11-13,2.5417500000000004,13.125,49,102.9
2015-11-14,2.0415,8.0,39,106.3
2015-11-15,1.9165,7.5,56,105.8
2015-11-16,2.666625,12.0,38,105.6
2015-11-17,1.8335,7.875,34,107.1
2015-11-18,2.6251249999999997,15.25,30,107.6
2015-11-19,1.708375,8.0,41,108.1
2015-11-20,0.9165000000000001,3.75,55,111.0
2015-11-21,0.5415000000000001,2.375,58,122.2
2015-11-22,0.3333750000000001,1.625,71,122.9
2015-11-23,0.25,1.25,56,119.7
2015-11-24,0.0,0.0,59,113.2
2015-11-25,0.0,0.0,61,109.0
2015-11-26,0.33325,1.375,65,103.9
2015-11-27,1.541625,6.375,61,98.9
2015-11-28,1.541625,6.25,51,96.6
2015-11-29,1.875125,7.875,51,95.5
2015-11-30,2.9582499999999996,17.0,47,95.7
2015-12-01,2.6667500000000004,13.25,32,94.6
2015-12-02,2.0,7.625,49,95.3
2015-12-03,0.8331250000000001,3.5,36,94.5
2015-12-04,0.9998750000000001,4.125,33,97.6
2015-12-05,2.7498750000000003,14.25,50,100.5
2015-12-06,3.5417500000000004,22.0,54,102.2
2015-12-07,3.375,18.875,61,100.7
2015-12-08,2.2501249999999997,10.25,60,111.2
2015-12-09,1.874875,8.125,78,108.8
2015-12-10,3.6667500000000004,23.625,82,108.5
2015-12-11,3.3332499999999996,19.0,83,113.7
2015-12-12,2.333375,9.75,83,116.7
2015-12-13,1.625125,6.625,81,122.5
2015-12-14,2.875,20.375,86,124.0
2015-12-15,2.833375,15.75,65,118.9
2015-12-16,1.0415,5.875,63,126.2
2015-12-17,1.3748749999999998,6.375,56,117.8
2015-12-18,1.1252499999999999,4.75,54,117.1
2015-12-19,1.833375,10.375,49,119.0
2015-12-20,5.58325,70.125,22,116.6
2015-12-21,3.875,38.125,18,121.7
2015-12-22,2.5415,12.5,72,130.1
2015-12-23,2.291625,9.375,68,133.9
2015-12-24,2.458375,10.625,69,132.7
2015-12-25,1.958375,7.125,76,126.4
2015-12-26,2.7498750000000003,13.625,65,117.4
2015-12-27,2.33325,9.375,67,110.3
2015-12-28,1.166625,4.5,71,112.1
2015-12-29,1.5,5.75,57,105.4
2015-12-30,0.583375,2.5,37,101.5
2015-12-31,4.25,35.0,22,96.2
2016-01-01,3.25,28.125,37,98.4
2016-01-02,2.20825,9.25,40,100.0
2016-01-03,1.583375,6.25,51,101.9
2016-01-04,1.1668749999999999,4.5,70,95.3
2016-01-05,1.416625,5.375,35,95.2
2016-01-06,3.041625,16.5,31,100.2
2016-01-07,2.7083749999999993,13.375,61,103.4
2016-01-08,1.7915,7.25,86,108.5
2016-01-09,1.375,5.125,97,107.0
2016-01-10,1.95825,7.625,90,108.9
2016-01-11,2.583375,12.875,47,108.0
2016-01-12,2.666625,12.625,40,105.5
2016-01-13,2.541625,13.0,38,104.1
2016-01-14,1.91675,7.25,41,103.2
2016-01-15,1.16675,4.5,45,103.5
2016-01-16,0.6248750000000001,2.75,44,99.9
2016-01-17,0.666625,2.875,58,100.6
2016-01-18,0.833375,3.75,54,99.9
2016-01-19,1.999875,10.125,66,97.5
2016-01-20,3.541625,26.0,62,100.4
2016-01-21,4.125125000000001,32.875,64,104.0
2016-01-22,2.7498750000000003,13.125,67,100.5
2016-01-23,2.375,11.25,63,98.9
2016-01-24,2.041625,9.5,48,103.8
2016-01-25,0.29150000000000004,1.625,67,107.6
2016-01-26,0.833375,3.25,69,114.8
2016-01-27,0.916625,3.625,83,112.7
2016-01-28,1.041625,4.25,77,109.9
2016-01-29,0.5835,2.75,64,106.9
2016-01-30,0.33325000000000005,1.75,36,105.1
2016-01-31,2.083375,8.75,35,101.2
2016-02-01,1.45825,7.0,44,100.2
2016-02-02,1.208375,4.75,52,102.1
2016-02-03,1.875125,11.75,83,112.1
2016-02-04,1.20825,4.75,108,123.3
2016-02-05,2.3748750000000003,9.75,103,119.7
2016-02-06,1.70825,6.375,79,117.1
2016-02-07,1.791625,7.625,89,117.1
2016-02-08,2.374875,16.625,89,115.2
2016-02-09,1.916625,8.125,84,117.3
2016-02-10,1.0,4.375,75,112.2
2016-02-11,2.041625,8.125,85,112.8
2016-02-12,2.58325,11.75,63,112.2
2016-02-13,1.5835,6.75,38,110.3
2016-02-14,2.1666250000000002,8.875,46,108.0
2016-02-15,2.166625,10.625,50,107.3
2016-02-16,4.375,36.875,42,104.0
2016-02-17,4.208375,33.5,38,99.9
2016-02-18,3.9998750000000003,28.625,36,94.9
2016-02-19,3.041625,15.75,46,94.0
2016-02-20,1.166625,4.625,52,100.0
2016-02-21,1.0002499999999999,3.875,47,95.6
2016-02-22,0.54175,2.25,34,93.7
2016-02-23,1.208375,5.375,37,91.0
2016-02-24,1.625,6.375,34,87.9
2016-02-25,1.291875,4.875,26,91.7
2016-02-26,1.500125,7.0,48,89.0
2016-02-27,0.7082499999999999,3.0,26,90.4
2016-02-28,0.70825,3.0,36,93.2
2016-02-29,0.916625,3.625,45,90.9
2016-03-01,1.9585,7.875,68,96.8
2016-03-02,1.541625,6.25,78,98.2
2016-03-03,1.624875,6.125,77,98.7
2016-03-04,0.833375,3.75,111,100.5
2016-03-05,0.708125,2.875,83,96.2
2016-03-06,3.083375,31.375,78,95.5
2016-03-07,3.7085,24.5,79,94.1
2016-03-08,1.75,6.5,63,95.5
2016-03-09,1.625,5.875,91,97.4
2016-03-10,1.75,6.75,80,95.0
2016-03-11,3.0832500000000005,18.875,51,94.2
2016-03-12,2.25,10.75,70,95.0
2016-03-13,0.66675,2.875,57,92.6
2016-03-14,2.08325,12.25,70,93.4
2016-03-15,3.541499999999999,24.375,59,94.1
2016-03-16,3.1251249999999997,19.75,79,91.0
2016-03-17,3.5001249999999997,22.375,72,91.6
2016-03-18,1.95825,7.125,47,90.3
2016-03-19,2.7917499999999995,14.5,37,89.4
2016-03-20,2.16675,10.375,36,87.6
2016-03-21,1.66675,6.125,33,88.9
2016-03-22,1.4165,5.5,20,87.3
2016-03-23,2.1251249999999997,9.875,21,86.8
2016-03-24,1.458375,5.75,35,86.5
2016-03-25,1.166625,5.0,34,85.5
2016-03-26,0.41674999999999995,2.0,32,85.5
2016-03-27,2.541625,11.125,32,88.2
2016-03-28,1.9585,8.875,30,87.7
2016-03-29,2.4582499999999996,11.375,20,87.8
2016-03-30,2.4165,11.0,17,83.8
2016-03-31,1.375,6.125,16,81.7
2016-04-01,0.45824999999999994,2.0,12,82.1
2016-04-02,2.45825,18.875,12,81.5
2016-04-03,2.6251249999999997,14.25,12,82.3
2016-04-04,1.375,5.875,40,83.4
2016-04-05,1.291625,5.25,33,83.4
2016-04-06,1.541625,5.75,20,87.1
2016-04-07,2.333375,17.25,18,92.3
2016-04-08,1.333375,8.375,26,98.3
2016-04-09,0.33325000000000005,1.625,25,105.5
2016-04-10,1.54175,6.125,34,110.6
2016-04-11,1.000125,4.25,43,116.6
2016-04-12,3.041625,18.375,37,111.3
2016-04-13,3.7917500000000004,25.375,48,108.2
2016-04-14,3.5415,22.0,46,111.1
2016-04-15,1.666625,7.75,33,112.4
2016-04-16,2.166625,10.75,42,113.2
2016-04-17,3.1667500000000004,17.5,36,102.1
2016-04-18,1.083375,4.25,31,94.6
2016-04-19,0.33312500000000006,1.75,28,89.1
2016-04-20,0.70825,3.0,25,83.2
2016-04-21,1.041625,4.125,26,76.8
2016-04-22,2.458375,12.375,21,76.6
2016-04-23,2.208375,11.25,13,78.7
2016-04-24,2.166625,10.75,37,81.8
2016-04-25,1.208375,4.5,45,81.9
2016-04-26,1.3335000000000001,5.375,57,85.2
2016-04-27,2.166625,8.875,76,92.6
2016-04-28,0.916625,3.75,90,94.9
2016-04-29,0.541625,2.5,82,92.4
2016-04-30,1.7081250000000001,6.875,89,94.0
2016-05-01,2.8332500000000005,14.25,87,92.2
2016-05-02,3.7501250000000006,29.75,83,89.8
2016-05-03,2.20825,9.625,73,90.0
2016-05-04,0.833375,3.375,71,90.1
2016-05-05,1.541625,5.625,60,87.1
2016-05-06,2.79175,14.625,57,89.6
2016-05-07,1.958375,8.75,34,88.0
2016-05-08,5.708375,70.5,44,84.0
2016-05-09,3.833375,29.625,52,88.5
2016-05-10,2.7498750000000003,13.0,76,88.7
2016-05-11,1.249875,5.125,79,93.9
2016-05-12,0.7501249999999999,3.125,83,92.0
2016-05-13,1.583375,5.875,78,93.4
2016-05-14,2.08325,8.625,88,101.2
2016-05-15,2.583375,13.125,87,108.4
2016-05-16,2.5415,11.5,55,102.0
2016-05-17,2.708375,12.5,38,103.2
2016-05-18,1.708375,6.75,30,102.3
2016-05-19,1.708375,6.75,43,98.8
2016-05-20,1.374875,5.375,46,99.5
2016-05-21,2.791625,15.125,18,97.8
2016-05-22,1.583375,6.25,28,97.4
2016-05-23,0.791625,3.25,16,97.4
2016-05-24,1.08325,4.375,25,94.3
2016-05-25,0.49987500000000007,2.375,35,93.6
2016-05-26,0.5415,2.5,34,91.7
2016-05-27,2.20825,9.125,34,90.4
2016-05-28,2.7498750000000003,13.25,33,87.7
2016-05-29,1.625,6.5,33,83.0
2016-05-30,2.291625,10.625,41,86.2
2016-05-31,2.166625,9.875,36,86.6
2016-06-01,1.291625,4.875,41,86.0
2016-06-02,0.541625,2.625,14,85.2
2016-06-03,0.4165,2.125,0,83.2
2016-06-04,0.6665,3.0,10,80.0
2016-06-05,3.625,28.875,0,79.1
2016-06-06,3.458375,23.375,0,78.5
2016-06-07,2.0,8.375,12,78.5
2016-06-08,1.333375,5.0,14,80.1
2016-06-09,0.75,3.25,19,85.2
2016-06-10,1.3331250000000001,6.0,33,84.9
2016-06-11,2.08325,8.75,44,88.2
2016-06-12,2.29175,10.25,42,94.1
2016-06-13,1.8335,8.125,38,91.0
2016-06-14,2.79175,21.125,38,87.6
2016-06-15,2.2916250000000002,11.375,40,87.3
2016-06-16,1.6665,6.125,28,88.2
2016-06-17,1.833375,7.125,39,86.6
2016-06-18,1.95825,7.375,47,83.6
2016-06-19,1.125125,4.25,50,85.2
2016-06-20,0.875,3.625,36,84.3
2016-06-21,0.625125,2.875,24,80.2
2016-06-22,2.083375,12.0,23,78.3
2016-06-23,2.0835,10.375,12,77.5
2016-06-24,2.625,12.5,12,75.7
2016-06-25,1.7085,6.875,0,77.1
2016-06-26,2.208375,10.125,0,76.6
2016-06-27,1.791625,7.5,0,75.4
2016-06-28,1.4165,5.375,0,73.1
2016-06-29,1.0418749999999999,4.125,0,73.6
2016-06-30,1.25,5.75,0,72.9
2016-07-01,1.499875,6.375,0,72.0
2016-07-02,1.500125,7.125,11,70.9
2016-07-03,1.916625,7.625,19,72.3
2016-07-04,1.333375,5.0,0,73.8
2016-07-05,0.666625,3.0,13,72.4
2016-07-06,0.875,3.875,13,77.1
2016-07-07,3.4167499999999995,21.125,25,83.3
2016-07-08,3.3332499999999996,19.0,41,87.1
2016-07-09,2.6665,12.375,56,92.2
2016-07-10,2.208375,8.625,50,94.4
2016-07-11,2.333375,9.75,62,94.7
2016-07-12,3.166625,18.25,59,92.4
2016-07-13,1.833375,7.125,53,96.8
2016-07-14,2.333375,10.75,58,95.1
2016-07-15,2.3751249999999997,10.125,69,102.1
2016-07-16,1.70825,7.125,60,106.6
2016-07-17,1.2915,4.875,39,105.2
2016-07-18,0.6666250000000001,3.0,64,107.1
2016-07-19,1.16675,8.5,59,100.8
2016-07-20,3.0,19.0,56,108.0
2016-07-21,1.25,5.125,52,100.1
2016-07-22,1.83325,7.125,39,90.4
2016-07-23,1.625,7.125,27,86.2
2016-07-24,2.3335,14.0,13,82.2
2016-07-25,3.208375,17.5,0,73.6
2016-07-26,0.916625,3.75,0,73.5
2016-07-27,0.541625,2.375,0,71.6
2016-07-28,2.791625,14.0,13,70.3
2016-07-29,2.75,13.25,15,70.5
2016-07-30,1.208375,5.25,21,71.0
2016-07-31,0.666625,2.875,16,71.5
2016-08-01,0.58325,2.5,12,71.9
2016-08-02,2.6665,16.75,12,74.9
2016-08-03,4.16675,32.25,0,74.8
2016-08-04,3.000125,15.875,16,76.3
2016-08-05,2.958375,16.0,38,79.8
2016-08-06,2.6667499999999995,12.5,39,83.1
2016-08-07,2.333375,11.625,51,92.7
2016-08-08,2.250125,10.375,81,96.4
2016-08-09,2.5,11.875,72,92.3
2016-08-10,3.0,15.25,77,95.0
2016-08-11,1.875,8.0,79,94.7
2016-08-12,2.125,9.625,71,94.8
2016-08-13,1.125,4.375,58,90.5
2016-08-14,0.791625,3.375,59,87.2
2016-08-15,0.666625,2.875,63,87.6
2016-08-16,1.083375,5.0,80,86.5
2016-08-17,1.75,7.625,58,82.9
2016-08-18,1.4585,6.0,49,82.4
2016-08-19,0.874875,3.5,47,80.8
2016-08-20,0.7498750000000001,3.0,16,78.1
2016-08-21,1.583375,7.625,14,76.7
2016-08-22,0.916625,3.75,28,80.0
2016-08-23,2.7498750000000003,17.875,48,81.3
2016-08-24,3.0417500000000004,18.75,49,78.0
2016-08-25,2.375,10.25,48,78.7
2016-08-26,1.4585,5.75,49,81.9
2016-08-27,1.125125,4.375,58,83.9
2016-08-28,0.4581250000000001,2.375,64,85.4
2016-08-29,1.416625,5.875,68,87.8
2016-08-30,3.0,17.125,74,100.4
2016-08-31,1.3336249999999998,5.75,77,97.5
2016-09-01,3.958375,27.875,78,95.2
2016-09-02,4.25,36.875,67,94.6
2016-09-03,4.458374999999999,36.25,65,99.0
2016-09-04,3.875,25.25,49,97.4
2016-09-05,3.0415,17.125,31,93.8
