Date,kp,ap,sn,f107
2020-02-17,1.4998749999999998,6.75,0,70.7
2020-02-18,2.583375,12.625,0,71.0
2020-02-19,2.3748750000000003,11.75,0,71.0
2020-02-20,1.833375,7.25,0,70.8
2020-02-21,2.6667499999999995,13.125,0,71.2
2020-02-22,1.9585,7.625,0,72.3
2020-02-23,1.0415,4.25,0,70.2
2020-02-24,0.875,3.5,0,70.1
2020-02-25,0.4165,2.0,0,70.6
2020-02-26,0.70825,3.125,0,70.1
2020-02-27,0.625,2.75,0,70.9
2020-02-28,1.458375,5.5,0,70.6
2020-02-29,2.208375,9.5,0,70.1
2020-03-01,1.375,6.0,0,69.3
2020-03-02,1.0,3.875,0,69.3
2020-03-03,1.41675,5.25,0,70.0
2020-03-04,1.416625,5.75,0,69.8
2020-03-05,0.7918749999999999,3.25,0,69.5
2020-03-06,0.91675,3.5,0,70.0
2020-03-07,0.8748750000000001,3.625,2,69.9
2020-03-08,1.29175,4.875,16,70.2
2020-03-09,1.250125,4.75,11,70.8
2020-03-10,0.833375,3.375,0,70.8
2020-03-11,0.541625,2.5,0,70.5
2020-03-12,1.41675,5.75,0,69.9
2020-03-13,1.708375,6.625,0,68.8
2020-03-14,0.458375,2.125,0,68.1
2020-03-15,1.0,3.875,0,70.2
2020-03-16,1.083375,4.25,0,69.8
2020-03-17,1.375,5.125,0,71.6
2020-03-18,1.333375,5.625,3,72.0
2020-03-19,2.1666250000000002,10.125,0,72.1
2020-03-20,1.583375,6.125,0,71.7
2020-03-21,1.916625,7.5,0,70.8
2020-03-22,1.666625,6.25,0,70.2
2020-03-23,2.458125,11.0,0,70.4
2020-03-24,0.7498750000000001,3.5,0,71.2
2020-03-25,0.708375,2.875,0,71.2
2020-03-26,1.08325,4.875,0,70.2
2020-03-27,1.333375,5.0,0,69.4
2020-03-28,1.166625,4.5,0,69.2
2020-03-29,1.625,6.75,0,68.8
2020-03-30,2.24975,11.375,3,69.3
2020-03-31,2.791625,14.375,11,69.9
2020-04-01,1.33325,5.125,13,69.2
2020-04-02,1.583375,6.125,13,69.8
2020-04-03,1.75,7.75,13,69.9
2020-04-04,1.0,3.875,13,70.1
2020-04-05,1.0,4.0,0,71.2
2020-04-06,0.45825000000000005,2.0,0,69.9
2020-04-07,0.58325,2.25,0,69.9
2020-04-08,2.6251249999999997,12.625,0,70.4
2020-04-09,1.0001250000000002,4.0,0,70.3
2020-04-10,0.95825,3.875,0,69.2
2020-04-11,1.625,7.0,0,70.6
2020-04-12,1.583375,6.25,0,70.8
2020-04-13,1.166625,4.5,0,70.3
2020-04-14,1.624875,7.0,0,68.9
2020-04-15,1.54175,6.625,0,68.4
2020-04-16,0.8748750000000001,3.625,0,68.5
2020-04-17,0.7915000000000001,3.375,0,67.9
2020-04-18,0.83325,3.375,0,69.8
2020-04-19,0.20825,1.125,0,68.6
2020-04-20,2.6248750000000003,15.875,0,68.2
2020-04-21,2.0,8.375,0,69.1
2020-04-22,1.666625,7.25,0,70.7
2020-04-23,0.70825,3.125,0,68.7
2020-04-24,1.583375,6.375,0,69.7
2020-04-25,1.0,3.875,6,68.9
2020-04-26,1.5418749999999999,6.0,13,69.2
2020-04-27,1.54175,6.0,26,69.0
2020-04-28,1.166625,4.75,15,69.0
2020-04-29,0.45825000000000005,2.25,24,69.9
2020-04-30,0.24987499999999999,1.25,20,69.8
2020-05-01,1.08325,4.25,4,70.2
2020-05-02,1.04175,4.0,0,69.2
2020-05-03,0.9582499999999999,4.25,0,68.7
2020-05-04,1.20825,4.625,0,69.3
2020-05-05,1.416625,5.25,0,69.3
2020-05-06,0.9998750000000001,4.875,0,69.8
2020-05-07,0.7081250000000001,3.125,0,68.7
2020-05-08,0.666625,2.875,0,67.9
2020-05-09,0.24987499999999999,1.375,0,71.0
2020-05-10,0.7498750000000001,3.125,0,67.9
2020-05-11,0.95825,3.875,0,66.2
2020-05-12,0.70825,3.25,0,68.9
2020-05-13,0.70825,3.0,0,68.8
2020-05-14,0.333,2.0,0,67.6
2020-05-15,0.5415000000000001,2.5,0,67.8
2020-05-16,0.5833750000000001,2.625,0,69.4
2020-05-17,0.416625,2.0,0,69.6
2020-05-18,0.708375,2.875,0,70.2
2020-05-19,1.166625,4.5,0,68.7
2020-05-20,0.5,2.375,0,69.6
2020-05-21,1.208375,4.625,0,70.2
2020-05-22,1.41675,5.375,0,70.8
2020-05-23,0.75,3.125,0,69.1
2020-05-24,1.0,4.0,0,68.8
2020-05-25,1.250125,4.75,0,70.3
2020-05-26,0.7083750000000001,3.125,0,69.7
2020-05-27,0.708125,3.0,0,68.0
2020-05-28,0.5,2.375,0,67.5
2020-05-29,0.58325,2.75,0,69.5
2020-05-30,2.9582499999999996,14.75,0,70.0
2020-05-31,0.7498750000000001,3.25,2,70.8
2020-06-01,1.208375,5.375,6,69.2
2020-06-02,1.625,6.5,0,70.4
2020-06-03,0.58325,2.625,9,70.0
2020-06-04,0.875,3.625,11,70.1
2020-06-05,0.6665,3.0,13,71.1
2020-06-06,0.45812500000000006,2.25,16,71.6
2020-06-07,1.58325,7.25,16,71.6
2020-06-08,1.000125,4.0,16,71.0
2020-06-09,1.000125,4.25,14,72.4
2020-06-10,1.624875,6.25,12,71.0
2020-06-11,0.6248750000000001,2.75,11,71.5
2020-06-12,0.583375,2.75,11,70.5
2020-06-13,0.5,2.25,11,69.4
2020-06-14,0.375,1.75,11,70.2
2020-06-15,0.625,2.75,8,70.4
2020-06-16,1.250125,4.875,0,69.3
2020-06-17,0.833375,3.25,0,68.8
2020-06-18,0.91675,3.75,0,67.9
2020-06-19,0.91675,3.75,0,68.8
2020-06-20,1.291625,5.0,0,67.8
2020-06-21,0.79175,3.375,0,67.6
2020-06-22,0.4165,2.125,0,67.6
2020-06-23,0.70825,3.125,0,67.1
2020-06-24,0.7501249999999999,3.25,0,66.9
2020-06-25,0.541625,2.625,0,68.9
2020-06-26,1.249875,5.25,6,67.8
2020-06-27,1.5415,6.25,4,68.9
2020-06-28,0.625,2.75,0,69.2
2020-06-29,0.416625,2.125,0,68.7
2020-06-30,0.9583750000000001,3.75,0,68.1
2020-07-01,1.041625,4.25,4,68.9
2020-07-02,0.708375,3.125,2,68.0
2020-07-03,0.708375,3.125,0,69.3
2020-07-04,1.624875,6.625,7,69.5
2020-07-05,2.16675,9.5,5,69.4
2020-07-06,1.0415,4.125,5,68.5
2020-07-07,0.6248750000000001,2.875,8,67.7
2020-07-08,0.333125,1.875,0,67.2
2020-07-09,0.625,2.75,0,68.7
2020-07-10,0.37475,1.875,0,68.8
2020-07-11,0.45825,2.25,0,68.7
2020-07-12,0.33325000000000005,1.75,0,67.6
2020-07-13,1.458375,5.75,0,68.2
2020-07-14,1.916625,10.125,0,68.9
2020-07-15,1.041625,3.875,2,68.4
2020-07-16,0.791625,3.25,0,68.7
2020-07-17,0.8748750000000001,3.625,0,69.0
2020-07-18,0.7498750000000001,3.25,0,67.8
2020-07-19,0.8334999999999999,3.375,0,68.9
2020-07-20,0.666625,3.0,0,69.3
2020-07-21,0.91675,3.75,6,69.8
2020-07-22,0.58325,2.625,11,70.0
2020-07-23,0.49987500000000007,2.5,11,70.3
2020-07-24,2.5001249999999997,11.625,11,69.5
2020-07-25,2.500125,12.0,11,70.4
2020-07-26,0.5415000000000001,2.625,11,71.4
2020-07-27,0.7085,3.125,11,71.4
2020-07-28,0.8334999999999999,3.5,20,71.8
2020-07-29,0.958375,3.875,21,72.6
2020-07-30,0.708375,3.0,21,73.3
2020-07-31,0.875,3.625,21,72.3
2020-08-01,0.583375,2.625,26,72.0
2020-08-02,2.0,9.5,15,72.7
2020-08-03,3.0415,15.375,11,72.7
2020-08-04,1.749875,7.125,11,73.0
2020-08-05,1.25,4.875,12,73.4
2020-08-06,1.083375,4.25,14,73.1
2020-08-07,0.70825,3.0,17,74.0
2020-08-08,1.166625,4.5,12,74.7
2020-08-09,0.37487500000000007,2.0,13,73.9
2020-08-10,0.37487500000000007,2.0,13,74.2
2020-08-11,0.37487500000000007,1.875,12,73.5
2020-08-12,0.75,3.25,17,73.1
2020-08-13,0.7915000000000001,3.375,10,72.3
2020-08-14,0.708375,3.125,5,70.8
2020-08-15,0.333125,1.75,0,70.6
2020-08-16,0.70825,3.125,0,70.9
2020-08-17,0.583375,2.75,0,70.8
2020-08-18,1.416625,5.875,13,71.3
2020-08-19,1.041625,4.625,16,70.5
2020-08-20,0.54175,2.5,12,69.9
2020-08-21,0.70825,3.125,3,70.9
2020-08-22,1.54175,5.75,0,70.0
2020-08-23,1.875,7.125,0,70.6
2020-08-24,0.41675000000000006,2.0,0,70.3
2020-08-25,0.625,2.875,0,70.6
2020-08-26,1.54175,5.875,0,70.4
2020-08-27,1.666625,7.0,0,70.0
2020-08-28,1.750125,9.625,0,70.1
2020-08-29,2.6248750000000003,12.375,0,70.2
2020-08-30,2.0,8.25,0,70.0
2020-08-31,3.7501250000000006,24.5,0,69.2
2020-09-01,3.1667500000000004,17.5,0,69.5
2020-09-02,2.250125,9.125,0,68.3
2020-09-03,0.708375,2.875,0,70.0
2020-09-04,1.70825,6.625,0,69.7
2020-09-05,1.333375,5.0,0,69.2
2020-09-06,1.0,4.0,0,69.5
2020-09-07,0.791625,3.25,0,70.2
2020-09-08,0.75,3.125,0,69.9
2020-09-09,0.125,0.625,0,69.7
2020-09-10,0.29150000000000004,1.5,0,69.3
2020-09-11,0.416625,1.875,0,68.7
2020-09-12,1.1665,4.5,0,69.3
2020-09-13,1.4165,5.875,0,69.8
2020-09-14,2.2916250000000002,10.75,2,68.9
2020-09-15,1.3331250000000001,5.125,0,68.8
2020-09-16,0.58325,2.5,0,69.5
2020-09-17,0.5415000000000001,2.375,0,69.7
2020-09-18,0.833375,3.25,0,69.9
2020-09-19,0.458375,2.0,0,70.6
2020-09-20,0.75,3.0,0,70.2
2020-09-21,0.37487499999999996,1.875,0,71.3
2020-09-22,1.2918749999999999,5.25,0,72.4
2020-09-23,2.2085,10.25,7,73.3
2020-09-24,2.9582499999999996,20.25,5,73.6
2020-09-25,2.9998750000000003,16.625,4,73.4
2020-09-26,3.6251249999999997,23.875,0,72.6
2020-09-27,3.0001249999999997,20.125,0,74.1
2020-09-28,4.250125000000001,32.375,0,73.9
2020-09-29,3.125,16.5,0,72.8
2020-09-30,2.958375,15.625,0,73.3
2020-10-01,2.3332500000000005,10.125,0,72.8
2020-10-02,1.95825,7.5,0,72.2
2020-10-03,1.16675,4.5,0,71.8
2020-10-04,0.8333750000000001,3.5,0,71.2
2020-10-05,1.9165,10.375,0,72.3
2020-10-06,1.25,6.125,0,71.7
2020-10-07,0.95825,4.0,0,70.7
2020-10-08,0.416625,2.125,6,71.6
2020-10-09,0.08325,0.5,20,73.1
2020-10-10,0.16675,0.75,18,73.6
2020-10-11,0.4165,2.0,20,72.9
2020-10-12,0.541625,2.375,14,73.8
2020-10-13,0.45825000000000005,2.25,0,72.3
2020-10-14,0.0,0.0,4,74.5
2020-10-15,0.25,1.125,13,73.8
2020-10-16,0.8334999999999999,3.5,13,75.3
2020-10-17,1.125,4.375,14,73.1
2020-10-18,0.4165,2.125,21,75.9
2020-10-19,1.54175,6.25,17,74.8
2020-10-20,0.875,3.625,14,74.7
2020-10-21,1.79175,7.875,14,73.7
2020-10-22,1.0831250000000001,5.125,12,74.9
2020-10-23,2.125,13.75,17,-1.0
2020-10-24,3.0832499999999996,16.875,18,72.1
2020-10-25,2.7501249999999997,13.875,19,74.2
2020-10-26,2.875,14.25,22,75.0
2020-10-27,1.791625,7.75,41,82.4
2020-10-28,2.2917500000000004,10.375,35,87.6
2020-10-29,2.416625,11.75,42,84.6
2020-10-30,1.08325,4.25,34,79.6
2020-10-31,1.375,5.25,26,76.8
2020-11-01,1.79175,8.0,5,77.3
2020-11-02,0.333375,1.5,9,81.6
2020-11-03,0.41675000000000006,1.75,16,82.9
2020-11-04,0.333125,1.875,26,88.1
2020-11-05,0.666625,2.75,31,90.7
2020-11-06,1.75,6.75,41,93.8
2020-11-07,1.583375,6.75,38,90.6
2020-11-08,1.125,4.25,44,90.0
2020-11-09,0.0,0.0,29,90.0
2020-11-10,0.08325,0.5,29,86.8
2020-11-11,0.7498750000000001,3.0,29,88.1
2020-11-12,0.6665000000000001,2.875,32,85.1
2020-11-13,0.625,2.75,26,81.9
2020-11-14,0.583375,2.375,20,80.2
2020-11-15,0.6248750000000001,2.5,5,78.7
2020-11-16,0.08325,0.5,0,76.6
2020-11-17,0.333375,1.375,10,79.1
2020-11-18,0.58325,2.625,13,77.3
2020-11-19,0.4165,1.75,13,76.7
2020-11-20,1.625125,6.625,13,81.7
2020-11-21,2.16675,10.0,26,85.0
2020-11-22,3.7501249999999997,24.25,34,87.7
2020-11-23,1.91675,7.25,48,95.5
2020-11-24,0.75,3.125,44,100.4
2020-11-25,1.583375,6.25,53,103.7
2020-11-26,1.499875,5.75,58,105.8
2020-11-27,1.58325,6.375,75,106.3
2020-11-28,2.125,9.25,86,109.6
2020-11-29,0.8748750000000001,3.25,96,116.3
2020-11-30,1.58325,7.125,87,109.4
2020-12-01,0.291625,1.375,56,104.1
2020-12-02,0.7083749999999999,3.0,48,104.9
2020-12-03,0.45825000000000005,2.0,45,102.9
2020-12-04,0.041625,0.25,41,95.8
2020-12-05,0.91675,3.75,37,99.9
2020-12-06,1.45825,5.5,25,90.9
2020-12-07,0.29175,1.375,21,89.5
2020-12-08,0.875,3.5,14,82.4
2020-12-09,1.625,6.875,14,82.1
2020-12-10,1.499875,6.625,12,81.5
2020-12-11,1.5,6.0,12,83.3
2020-12-12,0.875,3.625,11,81.8
2020-12-13,1.041625,4.5,11,80.6
2020-12-14,0.625,2.625,13,83.0
2020-12-15,0.458375,1.875,20,82.9
2020-12-16,0.416625,2.0,14,81.9
2020-12-17,0.166625,0.875,13,-1.0
2020-12-18,0.29150000000000004,1.625,7,-1.0
2020-12-19,1.20825,4.625,0,81.7
2020-12-20,0.9998750000000001,4.0,0,83.8
2020-12-21,2.45825,12.125,12,79.6
2020-12-22,2.75,13.125,12,85.8
2020-12-23,2.333125,11.375,24,86.4
2020-12-24,1.91675,8.125,28,87.4
2020-12-25,1.041625,4.0,31,87.7
2020-12-26,0.9585,3.75,35,87.9
2020-12-27,1.375125,5.125,33,87.8
2020-12-28,1.791625,6.5,30,87.2
2020-12-29,1.458375,5.875,32,84.2
2020-12-30,1.875125,7.5,32,82.8
2020-12-31,0.6248750000000001,2.75,34,81.2
2021-01-01,0.5416249999999999,2.5,24,80.4
2021-01-02,0.08325,0.5,17,81.5
2021-01-03,0.12487500000000001,0.75,0,80.4
2021-01-04,0.33312500000000006,1.875,0,77.6
2021-01-05,1.9585000000000001,10.25,0,75.1
2021-01-06,2.2499999999999996,10.375,0,74.1
2021-01-07,1.124875,4.5,0,74.6
2021-01-08,0.24975,1.5,0,75.2
2021-01-09,0.33325000000000005,1.5,0,74.2
2021-01-10,0.583375,2.625,0,73.1
2021-01-11,2.2498750000000003,12.5,0,73.2
2021-01-12,1.875,8.625,0,72.8
2021-01-13,0.75,3.25,0,73.2
2021-01-14,0.1665,1.0,3,73.6
2021-01-15,0.5,2.0,14,73.4
2021-01-16,0.7084999999999999,3.125,12,77.7
2021-01-17,0.2915,1.375,14,77.2
2021-01-18,0.75,2.875,12,75.3
2021-01-19,1.29175,5.25,20,78.1
2021-01-20,1.333375,5.125,21,77.2
2021-01-21,0.249875,1.25,25,77.6
2021-01-22,0.5,2.125,35,78.2
2021-01-23,0.833375,3.25,32,77.9
2021-01-24,1.25,4.75,23,77.6
2021-01-25,2.75,14.625,27,77.1
2021-01-26,2.291625,11.125,17,75.7
2021-01-27,2.291625,10.0,20,76.3
2021-01-28,0.58325,3.0,7,75.6
2021-01-29,0.49987500000000007,2.375,0,75.5
2021-01-30,0.249875,1.375,0,73.7
2021-01-31,0.16675,0.75,0,73.4
2021-02-01,1.25,4.5,0,73.0
2021-02-02,2.8335,16.0,9,72.3
2021-02-03,2.458375,11.75,7,73.3
2021-02-04,1.666625,6.75,0,73.3
2021-02-05,1.2918749999999999,5.25,0,73.1
2021-02-06,1.374875,6.625,0,73.0
2021-02-07,3.000125,18.375,0,72.8
2021-02-08,1.375,5.75,2,73.3
2021-02-09,0.83325,3.25,2,72.9
2021-02-10,0.458375,2.125,0,72.9
2021-02-11,0.375,1.625,0,72.4
2021-02-12,1.124875,4.75,0,73.5
2021-02-13,2.4582500000000005,12.5,0,71.3
2021-02-14,0.91675,3.5,0,71.4
2021-02-15,1.0001250000000002,4.25,0,69.6
2021-02-16,2.375,12.375,0,70.7
2021-02-17,1.83325,6.75,0,71.6
2021-02-18,0.958375,3.625,10,72.2
2021-02-19,2.708375,15.125,9,71.6
2021-02-20,3.5,21.25,9,73.3
2021-02-21,3.333375,19.875,10,72.5
2021-02-22,3.166625,17.125,16,74.8
2021-02-23,2.5,11.75,36,75.8
2021-02-24,3.2917500000000004,19.25,38,79.2
2021-02-25,2.7085,13.875,34,78.7
2021-02-26,2.2498750000000003,9.375,18,79.6
2021-02-27,0.91675,3.75,17,77.9
2021-02-28,1.20825,4.875,13,77.2
2021-03-01,3.375,25.125,10,74.1
2021-03-02,3.1248750000000003,19.5,16,74.7
2021-03-03,3.208375,19.375,35,75.7
2021-03-04,2.0001249999999997,9.25,30,75.4
2021-03-05,1.25,4.75,13,75.1
2021-03-06,2.833125,15.125,7,75.6
2021-03-07,1.791875,8.25,21,77.5
2021-03-08,1.08325,4.875,14,79.9
2021-03-09,0.583375,2.625,15,76.5
2021-03-10,0.29150000000000004,1.375,17,76.3
2021-03-11,0.708375,3.25,22,75.6
2021-03-12,2.541625,11.375,14,75.6
2021-03-13,3.0001249999999997,16.125,11,75.9
2021-03-14,3.5832499999999996,23.375,23,75.1
2021-03-15,1.666625,6.625,24,73.9
2021-03-16,0.500125,2.25,19,73.7
2021-03-17,1.041625,4.375,13,72.8
2021-03-18,1.125,4.375,13,73.2
2021-03-19,1.291625,5.0,13,73.1
2021-03-20,3.7501250000000006,26.75,11,74.7
2021-03-21,3.3751250000000006,22.25,8,75.2
2021-03-22,1.70825,6.625,22,76.6
2021-03-23,2.33325,10.125,27,76.9
2021-03-24,2.125,9.375,30,75.8
2021-03-25,2.708375,17.0,27,75.2
2021-03-26,2.20825,9.875,25,75.1
2021-03-27,1.166625,6.75,19,75.1
2021-03-28,1.08325,5.125,12,73.9
2021-03-29,0.6666250000000001,3.0,12,73.4
2021-03-30,0.708375,2.875,9,74.6
2021-03-31,2.125,8.625,0,72.5
2021-04-01,1.70825,7.25,0,77.9
2021-04-02,1.208375,5.25,0,71.4
2021-04-03,0.875,3.625,4,72.2
2021-04-04,0.583375,2.625,12,72.0
2021-04-05,0.916625,3.875,11,71.7
2021-04-06,0.375,1.75,6,71.2
2021-04-07,2.833375,15.375,0,70.5
2021-04-08,0.8751249999999999,3.5,0,70.3
2021-04-09,0.58325,2.5,0,70.5
2021-04-10,0.91675,3.75,0,70.5
2021-04-11,1.4585,5.5,10,71.9
2021-04-12,1.083375,4.25,14,74.2
2021-04-13,1.20825,4.625,19,73.2
2021-04-14,1.375125,5.625,21,73.9
2021-04-15,2.291625,12.5,25,75.5
2021-04-16,3.1248750000000003,18.75,35,74.6
2021-04-17,4.000125000000001,27.875,15,75.3
2021-04-18,3.166625,16.75,18,75.8
2021-04-19,3.2082499999999996,17.0,36,80.4
2021-04-20,2.625,12.125,57,82.9
2021-04-21,1.54175,5.875,46,76.9
2021-04-22,1.1247500000000001,4.25,44,77.8
2021-04-23,2.5417499999999995,12.625,37,75.3
2021-04-24,1.91675,7.875,54,76.8
2021-04-25,3.0001249999999997,17.75,55,77.7
2021-04-26,2.125125,12.0,50,78.2
2021-04-27,1.374875,6.125,55,78.4
2021-04-28,0.416625,2.0,46,76.8
2021-04-29,1.0415,4.125,37,76.9
2021-04-30,1.166625,4.875,28,72.9
2021-05-01,1.1665,4.375,10,71.6
2021-05-02,1.958375,8.5,0,72.0
2021-05-03,1.208375,4.625,0,71.6
2021-05-04,0.791625,3.375,0,70.6
2021-05-05,0.249875,1.375,0,69.5
2021-05-06,0.666625,2.875,0,70.8
2021-05-07,0.541625,2.375,10,74.5
2021-05-08,0.6248750000000001,2.75,17,75.9
2021-05-09,0.583125,2.625,20,-1.0
2021-05-10,1.624875,5.875,34,76.5
2021-05-11,0.5415000000000001,2.5,32,76.1
2021-05-12,3.625,41.5,33,74.7
2021-05-13,1.625,5.875,30,74.7
2021-05-14,0.791625,3.25,26,70.9
2021-05-15,1.58325,6.75,28,73.3
2021-05-16,0.8751249999999999,3.5,13,73.2
2021-05-17,1.375,5.125,14,74.8
2021-05-18,1.875125,8.75,28,76.4
2021-05-19,1.208375,4.75,27,75.9
2021-05-20,3.4998750000000003,23.5,20,72.3
2021-05-21,1.41675,5.375,14,73.7
2021-05-22,1.083375,4.25,19,75.6
2021-05-23,0.75,3.25,27,79.0
2021-05-24,0.4165000000000001,2.0,31,72.7
2021-05-25,0.5415000000000001,2.5,41,83.5
2021-05-26,2.1251249999999997,12.0,41,88.0
2021-05-27,2.7082499999999996,14.5,41,83.3
2021-05-28,0.33325000000000005,1.75,31,77.4
2021-05-29,1.291625,5.0,15,76.0
2021-05-30,1.208375,4.75,26,74.4
2021-05-31,0.41675000000000006,2.0,30,81.7
2021-06-01,0.166625,0.75,22,75.2
2021-06-02,1.0415,4.375,29,76.3
2021-06-03,1.333375,5.0,31,75.5
2021-06-04,0.9998750000000001,4.0,35,77.1
2021-06-05,0.833125,3.5,38,74.4
2021-06-06,0.83325,3.375,38,77.4
2021-06-07,2.375,11.375,49,80.8
2021-06-08,1.1668749999999999,4.5,34,79.9
2021-06-09,0.6665,2.875,25,78.6
2021-06-10,0.999875,4.0,27,73.3
2021-06-11,2.041625,7.875,19,77.3
2021-06-12,2.124875,9.375,8,77.6
2021-06-13,1.041625,5.0,15,68.9
2021-06-14,0.833375,3.5,12,76.8
2021-06-15,2.7501249999999997,16.625,11,75.5
2021-06-16,2.7082499999999996,12.875,11,-1.0
2021-06-17,1.375,5.25,12,85.0
2021-06-18,1.625,6.0,21,77.0
2021-06-19,0.75,3.25,15,77.1
2021-06-20,0.83325,3.875,14,76.4
2021-06-21,0.75,3.125,13,79.1
2021-06-22,1.4165,5.375,16,80.8
2021-06-23,0.75,3.25,12,79.7
2021-06-24,1.041625,4.25,11,80.6
2021-06-25,1.33325,5.625,23,83.4
2021-06-26,0.7081250000000001,3.125,19,82.4
2021-06-27,0.6666249999999999,3.0,33,87.0
2021-06-28,0.625,2.875,46,88.6
2021-06-29,1.125,4.5,56,92.5
2021-06-30,2.5,13.125,54,94.1
2021-07-01,1.16675,5.25,57,94.1
2021-07-02,1.125,4.375,62,94.9
2021-07-03,0.833375,3.375,60,93.7
2021-07-04,0.5415000000000001,2.625,50,91.1
2021-07-05,1.791625,6.75,45,89.4
2021-07-06,1.625,6.375,49,83.2
2021-07-07,1.25,4.75,20,76.0
2021-07-08,0.875,3.625,16,73.4
2021-07-09,1.0,4.0,11,73.8
2021-07-10,1.374875,5.625,15,74.0
2021-07-11,0.708125,3.0,21,73.6
2021-07-12,1.541625,6.375,23,71.6
2021-07-13,1.0,4.125,21,72.0
2021-07-14,2.375,14.0,30,72.1
2021-07-15,2.166625,8.375,22,73.5
2021-07-16,0.833375,3.5,35,75.0
2021-07-17,0.791625,3.375,49,77.4
2021-07-18,0.833125,3.5,48,80.4
2021-07-19,1.750125,6.75,48,82.6
2021-07-20,2.2498750000000003,9.875,46,87.0
2021-07-21,1.416625,5.25,72,93.5
2021-07-22,1.791625,8.5,76,89.0
2021-07-23,0.5833750000000001,2.625,57,87.4
2021-07-24,0.666625,3.0,32,83.9
2021-07-25,0.458125,2.375,36,81.6
2021-07-26,0.7083750000000001,3.125,31,80.8
2021-07-27,1.0,4.25,18,79.6
2021-07-28,2.6251249999999997,12.875,6,78.8
2021-07-29,1.9165,7.625,3,75.8
2021-07-30,1.54175,5.75,0,75.5
2021-07-31,1.45825,5.5,3,75.9
2021-08-01,0.75,3.125,8,74.9
2021-08-02,2.333375,14.875,13,74.6
2021-08-03,1.95825,8.5,17,75.9
2021-08-04,1.0415,4.0,17,70.8
2021-08-05,0.291625,1.375,22,74.3
2021-08-06,1.625,6.375,8,74.4
2021-08-07,2.375,10.0,0,73.7
2021-08-08,0.9998750000000001,4.125,0,73.5
2021-08-09,0.875,3.625,7,73.0
2021-08-10,1.58325,5.875,0,73.3
2021-08-11,1.2081250000000001,4.75,18,73.8
2021-08-12,0.833375,3.375,7,73.6
2021-08-13,1.20825,4.75,9,72.9
2021-08-14,0.7083750000000001,3.125,19,72.6
2021-08-15,2.041625,8.5,21,74.6
2021-08-16,1.75,7.0,20,74.4
2021-08-17,1.166625,4.5,15,73.1
2021-08-18,1.374875,5.5,13,75.3
2021-08-19,0.87475,3.5,22,74.9
2021-08-20,1.416625,5.75,12,77.7
2021-08-21,0.749875,3.25,16,77.1
2021-08-22,0.458375,2.25,19,77.1
2021-08-23,0.37475,2.0,16,78.1
2021-08-24,0.95825,4.0,20,80.9
2021-08-25,1.7915,8.0,36,83.6
2021-08-26,1.250125,4.75,48,88.6
2021-08-27,3.25,20.625,71,89.5
2021-08-28,2.4164999999999996,14.25,75,89.9
2021-08-29,1.7085,7.75,51,88.7
2021-08-30,1.666625,6.625,43,90.6
2021-08-31,1.45825,5.875,39,84.4
2021-09-01,1.125,4.375,38,84.2
2021-09-02,0.791625,3.25,33,85.8
2021-09-03,1.7081250000000001,6.5,26,83.8
2021-09-04,1.1252499999999999,4.375,71,86.5
2021-09-05,1.45825,5.5,74,93.3
